Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
Li H.,Efficient reduction of L-infinity geometry problems,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206653,2695,2702,,6,10.1109/CVPRW.2009.5206653,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450181218&doi=10.1109%2fCVPRW.2009.5206653&partnerID=40&md5=e0ce22c2726d9d56e6a6dc5f58a0ae5d,"Research School of Information Sciences and Engineering, Australian National University, NICTA, Australia","Li, H., Research School of Information Sciences and Engineering, Australian National University, NICTA, Australia",Conference Paper,Scopus,2-s2.0-70450181218
"Perronnin F., Liu Y.",Modeling images as mixtures of reference images,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206781,1770,1777,,1,10.1109/CVPRW.2009.5206781,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450196523&doi=10.1109%2fCVPRW.2009.5206781&partnerID=40&md5=c1bd8327e4b8a1bc6700b7c3bd32cb1d,"Textual and Visual Pattern Analysis (TVPA), Xerox Research Centre Europe (XRCE), France","Perronnin, F., Textual and Visual Pattern Analysis (TVPA), Xerox Research Centre Europe (XRCE), France; Liu, Y., Textual and Visual Pattern Analysis (TVPA), Xerox Research Centre Europe (XRCE), France",Conference Paper,Scopus,2-s2.0-70450196523
"Yu S., Bir B.",Symmetry integrated region-based image segmentation,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206570,826,831,,6,10.1109/CVPRW.2009.5206570,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450189277&doi=10.1109%2fCVPRW.2009.5206570&partnerID=40&md5=2b05ddb00e845ae7ed3479ef14777880,"Center for Research in Intelligent Systems, University of California, Riverside, CA, 92521, United States","Yu, S., Center for Research in Intelligent Systems, University of California, Riverside, CA, 92521, United States; Bir, B., Center for Research in Intelligent Systems, University of California, Riverside, CA, 92521, United States",Conference Paper,Scopus,2-s2.0-70450189277
"Wang Y., Mori G.",Max-Margin hidden conditional random fields for human action recognition,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206709,872,879,,112,10.1109/CVPRW.2009.5206709,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450216856&doi=10.1109%2fCVPRW.2009.5206709&partnerID=40&md5=c3a284ce73f8e0ebd41bd81282aa25e3,"School of Computing Science, Simon Fraser University, Canada","Wang, Y., School of Computing Science, Simon Fraser University, Canada; Mori, G., School of Computing Science, Simon Fraser University, Canada",Conference Paper,Scopus,2-s2.0-70450216856
"Akhter I., Sheikh Y., Khan S.",In defense of orthonormality constraints for nonrigid structure from motion,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206620,1534,1541,,39,10.1109/CVPRW.2009.5206620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450206347&doi=10.1109%2fCVPRW.2009.5206620&partnerID=40&md5=79fb25f4dbf669656d32eee0d28cf25d,"LUMS School of Science and Engineering, Lahore, Pakistan; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, United States","Akhter, I., LUMS School of Science and Engineering, Lahore, Pakistan; Sheikh, Y., Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, United States; Khan, S., LUMS School of Science and Engineering, Lahore, Pakistan",Conference Paper,Scopus,2-s2.0-70450206347
"Mukherjee L., Singh V., Dyer C.R.",Half-integrality based algorithms for cosegmentation of images,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206652,2028,2035,,84,10.1109/CVPRW.2009.5206652,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450186140&doi=10.1109%2fCVPRW.2009.5206652&partnerID=40&md5=9cb1cd5b918d676f763c764f926a4a23,"Biostatistics and Medical Inform., Univ. of Wisconsin-Madison, United States; Computer Sciences, Univ. of Wisconsin-Madison, United States; Mathematics and Computer Science, Univ. of Wisconsin-Whitewater, United States","Mukherjee, L., Mathematics and Computer Science, Univ. of Wisconsin-Whitewater, United States; Singh, V., Biostatistics and Medical Inform., Univ. of Wisconsin-Madison, United States, Computer Sciences, Univ. of Wisconsin-Madison, United States; Dyer, C.R., Biostatistics and Medical Inform., Univ. of Wisconsin-Madison, United States, Computer Sciences, Univ. of Wisconsin-Madison, United States",Conference Paper,Scopus,2-s2.0-70450186140
"Wang X., Zhang C., Zhang Z.",Boosted multi-task learning for face verification with applications to web image and video search,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206736,142,149,,52,10.1109/CVPRW.2009.5206736,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450188142&doi=10.1109%2fCVPRW.2009.5206736&partnerID=40&md5=c9c088e769fe187ea06a9b258cfeb803,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States; Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139, United States","Wang, X., Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139, United States; Zhang, C., Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States; Zhang, Z., Microsoft Research, One Microsoft Way, Redmond, WA 98052, United States",Conference Paper,Scopus,2-s2.0-70450188142
"Ding Y., Xiao J., Tan K.-H., Yu J.",Catadioptric projectors,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206622,2528,2535,,14,10.1109/CVPRW.2009.5206622,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450206349&doi=10.1109%2fCVPRW.2009.5206622&partnerID=40&md5=5dbbb9180cb9eb133be8cac1dd219fdd,"University of Delaware, Newark, DE, United States; Epson Research and Development Inc, San Jose, CA 95131, United States; Hewlett-Packard Company, Palo Alto, CA 94304, United States","Ding, Y., University of Delaware, Newark, DE, United States; Xiao, J., Epson Research and Development Inc, San Jose, CA 95131, United States; Tan, K.-H., Hewlett-Packard Company, Palo Alto, CA 94304, United States; Yu, J., University of Delaware, Newark, DE, United States",Conference Paper,Scopus,2-s2.0-70450206349
"Ferrari V., Marin-Jimenez M., Zisserman A.",Pose search: Retrieving people using their pose,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206495,1,8,,93,10.1109/CVPRW.2009.5206495,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450179995&doi=10.1109%2fCVPRW.2009.5206495&partnerID=40&md5=25a0704f98df97fa1d5805cb04596ed8,"University of Granada, Spain; University of Oxford, United Kingdom; ETH Zurich, Switzerland","Ferrari, V., ETH Zurich, Switzerland; Marin-Jimenez, M., University of Granada, Spain; Zisserman, A., University of Oxford, United Kingdom",Conference Paper,Scopus,2-s2.0-70450179995
"Rhemann C., Rother C., Wang J., Gelautz M., Kohli P., Rott P.",A perceptually motivated online benchmark for image matting,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206503,1826,1833,,127,10.1109/CVPRW.2009.5206503,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450162361&doi=10.1109%2fCVPRW.2009.5206503&partnerID=40&md5=0d9fb148718b7949138e4e46664b4589,"Vienna University of Technology, Vienna, Austria; Microsoft Research Cambridge, Cambridge, United Kingdom; Adobe Systems Seattle, United States","Rhemann, C., Vienna University of Technology, Vienna, Austria; Rother, C., Microsoft Research Cambridge, Cambridge, United Kingdom; Wang, J., Adobe Systems Seattle, United States; Gelautz, M., Vienna University of Technology, Vienna, Austria; Kohli, P., Microsoft Research Cambridge, Cambridge, United Kingdom; Rott, P., Vienna University of Technology, Vienna, Austria",Conference Paper,Scopus,2-s2.0-70450162361
"Elhamifar E., Vidal R.",Sparse subspace clustering,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206547,2790,2797,,443,10.1109/CVPRW.2009.5206547,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450184118&doi=10.1109%2fCVPRW.2009.5206547&partnerID=40&md5=5c62e260ce81c43fb0cbaff535f965b8,"Center for Imaging Science, Johns Hopkins University, Baltimore MD 21218, United States","Elhamifar, E., Center for Imaging Science, Johns Hopkins University, Baltimore MD 21218, United States; Vidal, R., Center for Imaging Science, Johns Hopkins University, Baltimore MD 21218, United States",Conference Paper,Scopus,2-s2.0-70450184118
"Soto C., Song B., Roy-Chowdhury A.K.",Distributed multi-target tracking in a self-configuring camera network,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206773,1486,1493,,71,10.1109/CVPRW.2009.5206773,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450196791&doi=10.1109%2fCVPRW.2009.5206773&partnerID=40&md5=c6508bf5f7354f248e8a7639d522bda9,"Department of Electrical Engineering, University of California, Riverside, United States","Soto, C., Department of Electrical Engineering, University of California, Riverside, United States; Song, B., Department of Electrical Engineering, University of California, Riverside, United States; Roy-Chowdhury, A.K., Department of Electrical Engineering, University of California, Riverside, United States",Conference Paper,Scopus,2-s2.0-70450196791
"Havlena M., Torii A., Knopp J., Pajdla T.",Randomized structure from motion based on atomic 3D models from camera triplets,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206677,2874,2881,,28,10.1109/CVPRW.2009.5206677,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450175488&doi=10.1109%2fCVPRW.2009.5206677&partnerID=40&md5=49b3d2c317b4f3c71f9e79ab506d03ee,"Department of Cybernetics, Faculty of Elec. Eng., Center for Machine Perception, Czech Republic","Havlena, M., Department of Cybernetics, Faculty of Elec. Eng., Center for Machine Perception, Czech Republic; Torii, A., Department of Cybernetics, Faculty of Elec. Eng., Center for Machine Perception, Czech Republic; Knopp, J., Department of Cybernetics, Faculty of Elec. Eng., Center for Machine Perception, Czech Republic; Pajdla, T., Department of Cybernetics, Faculty of Elec. Eng., Center for Machine Perception, Czech Republic",Conference Paper,Scopus,2-s2.0-70450175488
"Lee D., Hofmann M., Steinke F., Altun Y., Cahill N.D., Schölkopf B.",Learning similarity measure for multi-modal 3D image registration,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206840,186,193,,25,10.1109/CVPRW.2009.5206840,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450207228&doi=10.1109%2fCVPRW.2009.5206840&partnerID=40&md5=2a7368c171d5940b50f1914e53bb1aa5,"Max Planck Institute, Biological Cybernetics, 72076 Tübingen, Germany; Department of Engineering Science, University of Oxford, Oxford OX1 3PJ, United Kingdom; Siemens Corporate Technology, 81739 Munich, Germany; Research and Innovation, Carestream Health, Inc., Rochester, NY 14618, United States","Lee, D., Max Planck Institute, Biological Cybernetics, 72076 Tübingen, Germany; Hofmann, M., Max Planck Institute, Biological Cybernetics, 72076 Tübingen, Germany, Department of Engineering Science, University of Oxford, Oxford OX1 3PJ, United Kingdom; Steinke, F., Max Planck Institute, Biological Cybernetics, 72076 Tübingen, Germany, Siemens Corporate Technology, 81739 Munich, Germany; Altun, Y., Max Planck Institute, Biological Cybernetics, 72076 Tübingen, Germany; Cahill, N.D., Department of Engineering Science, University of Oxford, Oxford OX1 3PJ, United Kingdom, Research and Innovation, Carestream Health, Inc., Rochester, NY 14618, United States; Schölkopf, B., Max Planck Institute, Biological Cybernetics, 72076 Tübingen, Germany",Conference Paper,Scopus,2-s2.0-70450207228
"Cour T., Sapp B., Jordan C., Taskar B.",Learning from ambiguously labeled images,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206667,919,926,,59,10.1109/CVPRW.2009.5206667,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450175499&doi=10.1109%2fCVPRW.2009.5206667&partnerID=40&md5=69c7c470aadd64a6ec34885f59f9a84e,"University of Pennsylvania, 3330, Walnut, United States","Cour, T., University of Pennsylvania, 3330, Walnut, United States; Sapp, B., University of Pennsylvania, 3330, Walnut, United States; Jordan, C., University of Pennsylvania, 3330, Walnut, United States; Taskar, B., University of Pennsylvania, 3330, Walnut, United States",Conference Paper,Scopus,2-s2.0-70450175499
Brandt S.S.,Dual distributions of multilinear geometric entities,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206496,2679,2686,,,10.1109/CVPRW.2009.5206496,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450202737&doi=10.1109%2fCVPRW.2009.5206496&partnerID=40&md5=a8e14015188b4e9c84a8c6cf255a6de4,"Machine Vision Group, University of Oulu, P.O. Box 4500, Finland; Applied Mathematics Group, Malmo University, Ostra Varvsgatan 11A, 20506 Malmo, Sweden","Brandt, S.S., Machine Vision Group, University of Oulu, P.O. Box 4500, Finland, Applied Mathematics Group, Malmo University, Ostra Varvsgatan 11A, 20506 Malmo, Sweden",Conference Paper,Scopus,2-s2.0-70450202737
"Patel A., Smith W.A.P.",3D morphable face models revisited,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206522,1327,1334,,34,10.1109/CVPRW.2009.5206522,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450169934&doi=10.1109%2fCVPRW.2009.5206522&partnerID=40&md5=4b07220971a478c90511e36c8f5b99a6,"Department of Computer Science, University of York, United Kingdom","Patel, A., Department of Computer Science, University of York, United Kingdom; Smith, W.A.P., Department of Computer Science, University of York, United Kingdom",Conference Paper,Scopus,2-s2.0-70450169934
"Komodakis N., Paragios N.",Beyond pairwise energies: Efficient optimization for higher-order mrfs,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206846,2985,2992,,136,10.1109/CVPRW.2009.5206846,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450199241&doi=10.1109%2fCVPRW.2009.5206846&partnerID=40&md5=fff1c0db9428fb424273eed22fd12125,"Ecole Centrale de Paris/INRIA Saclay, France; Computer Science Department, University of Crete, Greece","Komodakis, N., Computer Science Department, University of Crete, Greece; Paragios, N., Ecole Centrale de Paris/INRIA Saclay, France",Conference Paper,Scopus,2-s2.0-70450199241
"Lee D.C., Hebert M., Kanade T.",Geometric reasoning for single image structure recovery,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206872,2136,2143,,124,10.1109/CVPRW.2009.5206872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450207187&doi=10.1109%2fCVPRW.2009.5206872&partnerID=40&md5=e631846071f48cb732ff8bbb61c1abe6,"Robotics Institute, Carnegie Mellon University, Carnegie, United States; Dept. of Electrical and Computer Engineering, Carnegie Mellon University, Carnegie, United States","Lee, D.C., Dept. of Electrical and Computer Engineering, Carnegie Mellon University, Carnegie, United States; Hebert, M., Robotics Institute, Carnegie Mellon University, Carnegie, United States; Kanade, T., Robotics Institute, Carnegie Mellon University, Carnegie, United States",Conference Paper,Scopus,2-s2.0-70450207187
"Pock T., Chambolle A., Cremers D., Bischof H.",A convex relaxation approach for computing minimal partitions,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206604,810,817,,134,10.1109/CVPRW.2009.5206604,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450194857&doi=10.1109%2fCVPRW.2009.5206604&partnerID=40&md5=81e2540085303c033939f84b04c68674,"Graz University of Technology, Austria; Ecole Polytechnique, Paris, France; Bonn University, Germany","Pock, T., Graz University of Technology, Austria; Chambolle, A., Ecole Polytechnique, Paris, France; Cremers, D., Bonn University, Germany; Bischof, H., Graz University of Technology, Austria",Conference Paper,Scopus,2-s2.0-70450194857
"Lin L., Zeng K., Liu X., Zhu S.-C.",Layered graph matching by composite cluster sampling with collaborative and competitive interactions,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206585,1351,1358,,26,10.1109/CVPRW.2009.5206585,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450195571&doi=10.1109%2fCVPRW.2009.5206585&partnerID=40&md5=04821f32b6dbf3e71e0bad93f1006b76,"Beijing Institute of Technology, Beijing, China; Lotus Hill Research Institute, Ezhou, China; Dept. of Statistic and Computer Science, University of California, Los Angeles, United States","Lin, L., Beijing Institute of Technology, Beijing, China, Lotus Hill Research Institute, Ezhou, China, Dept. of Statistic and Computer Science, University of California, Los Angeles, United States; Zeng, K., Lotus Hill Research Institute, Ezhou, China; Liu, X., Lotus Hill Research Institute, Ezhou, China; Zhu, S.-C., Lotus Hill Research Institute, Ezhou, China, Dept. of Statistic and Computer Science, University of California, Los Angeles, United States",Conference Paper,Scopus,2-s2.0-70450195571
"Hess R., Fern A.",Discriminatively trained particle filters for complex multi-object tracking,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206801,240,247,,95,10.1109/CVPRW.2009.5206801,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450199302&doi=10.1109%2fCVPRW.2009.5206801&partnerID=40&md5=7711ce562e53da51cef7e715755cada1,"School of EECS, Oregon State University, Corvallis, OR, 97331, United States","Hess, R., School of EECS, Oregon State University, Corvallis, OR, 97331, United States; Fern, A., School of EECS, Oregon State University, Corvallis, OR, 97331, United States",Conference Paper,Scopus,2-s2.0-70450199302
"Farhadi A., Endres I., Hoiem D., Forsyth D.",Describing objects by their attributes,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206772,1778,1785,,387,10.1109/CVPRW.2009.5206772,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450207704&doi=10.1109%2fCVPRW.2009.5206772&partnerID=40&md5=31efc400d4ee947ba6a3132d1cdf5a0f,"Computer Science Department, University of Illinois at Urbana-Champaign, United States","Farhadi, A., Computer Science Department, University of Illinois at Urbana-Champaign, United States; Endres, I., Computer Science Department, University of Illinois at Urbana-Champaign, United States; Hoiem, D., Computer Science Department, University of Illinois at Urbana-Champaign, United States; Forsyth, D., Computer Science Department, University of Illinois at Urbana-Champaign, United States",Conference Paper,Scopus,2-s2.0-70450207704
"Sidorov K.A., Richmond S., Marshall D.",An efficient stochastic approach to groupwise non-rigid image registration,2009,"2009 IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops, CVPR Workshops 2009",,,5206516,2208,2213,,16,10.1109/CVPRW.2009.5206516,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450192912&doi=10.1109%2fCVPRW.2009.5206516&partnerID=40&md5=0aafaa9269ec2bda91286e5c6d51a720,"School of Computer Science, Cardiff University, United Kingdom; School of Dentistry, Cardiff University, United Kingdom","Sidorov, K.A., School of Computer Science, Cardiff University, United Kingdom; Richmond, S., School of Dentistry, Cardiff University, United Kingdom; Marshall, D., School of Computer Science, Cardiff University, United Kingdom",Conference Paper,Scopus,2-s2.0-70450192912
