Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Varol A., Salzmann M., Fua P., Urtasun R.",A constrained latent variable model,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247934,2248,2255,,10,10.1109/CVPR.2012.6247934,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866726745&doi=10.1109%2fCVPR.2012.6247934&partnerID=40&md5=0bfe517b81b7abf8695bfb12b2c59a5b,"École Polytechnique Fédérale de Lausanne (EPFL), CVLab, Switzerland; NICTA, 7 London Circuit, Canberra, ACT 2600, Australia; Toyota Technological Institute at Chicago, Chicago, IL 60637, United States","Varol, A., École Polytechnique Fédérale de Lausanne (EPFL), CVLab, Switzerland; Salzmann, M., NICTA, 7 London Circuit, Canberra, ACT 2600, Australia, Toyota Technological Institute at Chicago, Chicago, IL 60637, United States; Fua, P., École Polytechnique Fédérale de Lausanne (EPFL), CVLab, Switzerland; Urtasun, R., Toyota Technological Institute at Chicago, Chicago, IL 60637, United States",Conference Paper,Scopus,2-s2.0-84866726745
"Huang G.B., Lee H., Learned-Miller E.",Learning hierarchical representations for face verification with convolutional deep belief networks,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247968,2518,2525,,91,10.1109/CVPR.2012.6247968,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866691616&doi=10.1109%2fCVPR.2012.6247968&partnerID=40&md5=b8188190bd76389ac0a3e6314718138c,"University of Massachusetts, Amherst, MA, United States; University of Michigan, Ann Arbor, MI, United States","Huang, G.B., University of Massachusetts, Amherst, MA, United States; Lee, H., University of Michigan, Ann Arbor, MI, United States; Learned-Miller, E., University of Massachusetts, Amherst, MA, United States",Conference Paper,Scopus,2-s2.0-84866691616
"Heo J.-P., Lee Y., He J., Chang S.-F., Yoon S.-E.",Spherical hashing,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248024,2957,2964,,84,10.1109/CVPR.2012.6248024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866674730&doi=10.1109%2fCVPR.2012.6248024&partnerID=40&md5=d2089beb822ad69c414e7a58a91674a2,"KAIST, South Korea; Columbia University, United States","Heo, J.-P., KAIST, South Korea; Lee, Y., KAIST, South Korea; He, J., Columbia University, United States; Chang, S.-F., Columbia University, United States; Yoon, S.-E., KAIST, South Korea",Conference Paper,Scopus,2-s2.0-84866674730
"Shan Q., Agarwal S., Curless B.",Refractive height fields from single and multiple images,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247687,286,293,,5,10.1109/CVPR.2012.6247687,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866688797&doi=10.1109%2fCVPR.2012.6247687&partnerID=40&md5=a035847df740ed4f02886624054caa28,"University of Washington, United States; Google Inc, United States","Shan, Q., University of Washington, United States; Agarwal, S., Google Inc, United States; Curless, B., University of Washington, United States",Conference Paper,Scopus,2-s2.0-84866688797
"Sadovnik A., Chiu Y.-I., Snavely N., Edelman S., Chen T.",Image description with a goal: Building efficient discriminating expressions for images,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248003,2791,2798,,,10.1109/CVPR.2012.6248003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866654828&doi=10.1109%2fCVPR.2012.6248003&partnerID=40&md5=7a6dcd8faa9b0ed9c698b46c1a5e64ef,"Cornell University, United States; National Cheng Kung University, China","Sadovnik, A., Cornell University, United States; Chiu, Y.-I., National Cheng Kung University, China; Snavely, N., Cornell University, United States; Edelman, S., Cornell University, United States; Chen, T., Cornell University, United States",Conference Paper,Scopus,2-s2.0-84866654828
"Ochs P., Brox T.",Higher order motion models and spectral clustering,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247728,614,621,,42,10.1109/CVPR.2012.6247728,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866715415&doi=10.1109%2fCVPR.2012.6247728&partnerID=40&md5=6b829352d42a315a2cea75654ce0a32d,"Computer Vision Group, University of Freiburg, Germany","Ochs, P., Computer Vision Group, University of Freiburg, Germany; Brox, T., Computer Vision Group, University of Freiburg, Germany",Conference Paper,Scopus,2-s2.0-84866715415
"Sun M., Telaprolu M., Lee H., Savarese S.",An efficient branch-and-bound algorithm for optimal human pose estimation,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247854,1616,1623,,9,10.1109/CVPR.2012.6247854,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866663472&doi=10.1109%2fCVPR.2012.6247854&partnerID=40&md5=8859a4a59a4584a8e2edb3ee996b0aa2,"Department of EECS, University of Michigan, Ann Arbor, MI 48109, United States","Sun, M., Department of EECS, University of Michigan, Ann Arbor, MI 48109, United States; Telaprolu, M., Department of EECS, University of Michigan, Ann Arbor, MI 48109, United States; Lee, H., Department of EECS, University of Michigan, Ann Arbor, MI 48109, United States; Savarese, S., Department of EECS, University of Michigan, Ann Arbor, MI 48109, United States",Conference Paper,Scopus,2-s2.0-84866663472
"Chen C.-Y., Grauman K.",Efficient activity detection with max-subgraph search,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247811,1274,1281,,15,10.1109/CVPR.2012.6247811,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866665657&doi=10.1109%2fCVPR.2012.6247811&partnerID=40&md5=462f23998eec8633cbb7a968b82c2f65,"University of Texas, Austin, United States","Chen, C.-Y., University of Texas, Austin, United States; Grauman, K., University of Texas, Austin, United States",Conference Paper,Scopus,2-s2.0-84866665657
"Kokkinos I., Bronstein M.M., Litman R., Bronstein A.M.",Intrinsic shape context descriptors for deformable shapes,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247671,159,166,,38,10.1109/CVPR.2012.6247671,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866699222&doi=10.1109%2fCVPR.2012.6247671&partnerID=40&md5=49a77712156bf193e482b8e619d60703,"Center for Visual Computing, Ecole Centrale Paris, INRIA Saclay, France; Faculty of Informatics, Università della Svizzera Italiana, Lugano, Switzerland; School of Electrical Engineering, Tel Aviv University, Israel","Kokkinos, I., Center for Visual Computing, Ecole Centrale Paris, INRIA Saclay, France; Bronstein, M.M., Faculty of Informatics, Università della Svizzera Italiana, Lugano, Switzerland; Litman, R., School of Electrical Engineering, Tel Aviv University, Israel; Bronstein, A.M., School of Electrical Engineering, Tel Aviv University, Israel",Conference Paper,Scopus,2-s2.0-84866699222
"Xiong Y., Saenko K., Darrell T., Zickler T.",From pixels to physics: Probabilistic color de-rendering,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247696,358,365,,7,10.1109/CVPR.2012.6247696,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866667084&doi=10.1109%2fCVPR.2012.6247696&partnerID=40&md5=6392bf3a38ddc1fbdc7cc2d652769fc7,"Harvard University, United States; UC Berkeley, United States","Xiong, Y., Harvard University, United States; Saenko, K., UC Berkeley, United States; Darrell, T., UC Berkeley, United States; Zickler, T., Harvard University, United States",Conference Paper,Scopus,2-s2.0-84866667084
"Chen X., Tong Z., Liu H., Cai D.",Metric learning with two-dimensional smoothness for visual analysis,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247970,2533,2538,,5,10.1109/CVPR.2012.6247970,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866706953&doi=10.1109%2fCVPR.2012.6247970&partnerID=40&md5=13807a430f696b88a525fed8102349bb,"State Key Lab of CADandCG, 388 Yu Hang Tang Rd., Hangzhou, Zhejiang, 310058, China; College of Computer Science, Zhejiang University, 388 Yu Hang Tang Rd., Hangzhou, Zhejiang, 310058, China","Chen, X., State Key Lab of CADandCG, 388 Yu Hang Tang Rd., Hangzhou, Zhejiang, 310058, China; Tong, Z., State Key Lab of CADandCG, 388 Yu Hang Tang Rd., Hangzhou, Zhejiang, 310058, China; Liu, H., College of Computer Science, Zhejiang University, 388 Yu Hang Tang Rd., Hangzhou, Zhejiang, 310058, China; Cai, D., State Key Lab of CADandCG, 388 Yu Hang Tang Rd., Hangzhou, Zhejiang, 310058, China",Conference Paper,Scopus,2-s2.0-84866706953
"Yu F.X., Ji R., Tsai M.-H., Ye G., Chang S.-F.",Weak attributes for large-scale image retrieval,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248023,2949,2956,,32,10.1109/CVPR.2012.6248023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866636074&doi=10.1109%2fCVPR.2012.6248023&partnerID=40&md5=1327a4f43c818be65efe9ab11f5b57ce,"Columbia University, New York, NY 10027, United States","Yu, F.X., Columbia University, New York, NY 10027, United States; Ji, R., Columbia University, New York, NY 10027, United States; Tsai, M.-H., Columbia University, New York, NY 10027, United States; Ye, G., Columbia University, New York, NY 10027, United States; Chang, S.-F., Columbia University, New York, NY 10027, United States",Conference Paper,Scopus,2-s2.0-84866636074
"Trinh H., Fan Q., Gabbur P., Pankanti S.",Hand tracking by binary quadratic programming and its application to retail activity recognition,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247890,1902,1909,,12,10.1109/CVPR.2012.6247890,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866654243&doi=10.1109%2fCVPR.2012.6247890&partnerID=40&md5=e2909d69773ebfe17ba051359f647125,"Exploratory Computer Vision Group, IBM T. J. Watson Research Center, United States","Trinh, H., Exploratory Computer Vision Group, IBM T. J. Watson Research Center, United States; Fan, Q., Exploratory Computer Vision Group, IBM T. J. Watson Research Center, United States; Gabbur, P., Exploratory Computer Vision Group, IBM T. J. Watson Research Center, United States; Pankanti, S., Exploratory Computer Vision Group, IBM T. J. Watson Research Center, United States",Conference Paper,Scopus,2-s2.0-84866654243
"Luo W., Lu Z., Wang X., Xu Y.-Q., Ben-Ezra M., Tang X., Brown M.S.",Synthesizing oil painting surface geometry from a single photograph,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247762,885,892,,2,10.1109/CVPR.2012.6247762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866691839&doi=10.1109%2fCVPR.2012.6247762&partnerID=40&md5=7f2d4a1129497e224d14e5b3c651995e,"Chinese University of Hong Kong, Hong Kong; National University of Singapore, Singapore; Tsinghua University, China; Microsoft Research Asia, China","Luo, W., Chinese University of Hong Kong, Hong Kong; Lu, Z., National University of Singapore, Singapore; Wang, X., Chinese University of Hong Kong, Hong Kong; Xu, Y.-Q., Tsinghua University, China; Ben-Ezra, M., Microsoft Research Asia, China; Tang, X., Chinese University of Hong Kong, Hong Kong; Brown, M.S., National University of Singapore, Singapore",Conference Paper,Scopus,2-s2.0-84866691839
"Shen X., Wu Y.",A unified approach to salient object detection via low rank matrix recovery,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247758,853,860,,217,10.1109/CVPR.2012.6247758,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866672748&doi=10.1109%2fCVPR.2012.6247758&partnerID=40&md5=b510462c871425ebd1844537377339d1,"Northwestern University, 2145 Sheridan Road, Evanston, IL 60208, United States","Shen, X., Northwestern University, 2145 Sheridan Road, Evanston, IL 60208, United States; Wu, Y., Northwestern University, 2145 Sheridan Road, Evanston, IL 60208, United States",Conference Paper,Scopus,2-s2.0-84866672748
"Song Y., Morency L.-P., Davis R.",Multi-view latent variable discriminative models for action recognition,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247918,2120,2127,,12,10.1109/CVPR.2012.6247918,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866720929&doi=10.1109%2fCVPR.2012.6247918&partnerID=40&md5=1fe3fb0178726383d19e9f5cb41f0350,"MIT Computer Science and Artificial Intelligence Laboratory, United States; USC Institute for Creative Technology, United States","Song, Y., MIT Computer Science and Artificial Intelligence Laboratory, United States; Morency, L.-P., USC Institute for Creative Technology, United States; Davis, R., MIT Computer Science and Artificial Intelligence Laboratory, United States",Conference Paper,Scopus,2-s2.0-84866720929
"Rubio J.C., Serrat J., Lopez A., Paragios N.",Unsupervised co-segmentation through region matching,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247745,749,756,,46,10.1109/CVPR.2012.6247745,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866645316&doi=10.1109%2fCVPR.2012.6247745&partnerID=40&md5=d34c947b3555a11e75a85d49bc706aa2,"Computer Vision Center, Dept. Comp. Science, Universitat Autònoma de Barcelona, Cerdanyola, Spain; Center for Visual Computing, Ecole Centrale de Paris, France; Universite Paris-Est, LIGM (UMR CNRS), Ecole des Ponts ParisTech, France; Equipe Galen, INRIA Saclay, Ile-de-France, France","Rubio, J.C., Computer Vision Center, Dept. Comp. Science, Universitat Autònoma de Barcelona, Cerdanyola, Spain; Serrat, J., Computer Vision Center, Dept. Comp. Science, Universitat Autònoma de Barcelona, Cerdanyola, Spain; Lopez, A., Computer Vision Center, Dept. Comp. Science, Universitat Autònoma de Barcelona, Cerdanyola, Spain; Paragios, N., Center for Visual Computing, Ecole Centrale de Paris, France, Universite Paris-Est, LIGM (UMR CNRS), Ecole des Ponts ParisTech, France, Equipe Galen, INRIA Saclay, Ile-de-France, France",Conference Paper,Scopus,2-s2.0-84866645316
"Ong E.-J., Cooper H., Pugeault N., Bowden R.",Sign Language Recognition using Sequential Pattern Trees,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247928,2200,2207,,21,10.1109/CVPR.2012.6247928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866699482&doi=10.1109%2fCVPR.2012.6247928&partnerID=40&md5=3aed54bb0ab122255c4ae982adf9414e,"Centre for Vision, Speech and Signal Processing, University of Surrey, Guildford GU2 7XH, Surrey, United Kingdom","Ong, E.-J., Centre for Vision, Speech and Signal Processing, University of Surrey, Guildford GU2 7XH, Surrey, United Kingdom; Cooper, H., Centre for Vision, Speech and Signal Processing, University of Surrey, Guildford GU2 7XH, Surrey, United Kingdom; Pugeault, N., Centre for Vision, Speech and Signal Processing, University of Surrey, Guildford GU2 7XH, Surrey, United Kingdom; Bowden, R., Centre for Vision, Speech and Signal Processing, University of Surrey, Guildford GU2 7XH, Surrey, United Kingdom",Conference Paper,Scopus,2-s2.0-84866699482
"Wu D., Liu D., Puskas Z., Lu C., Wimmer A., Tietjen C., Soza G., Zhou S.K.",A learning based deformable template matching method for automatic rib centerline extraction and labeling in CT images,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247774,980,987,,8,10.1109/CVPR.2012.6247774,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866642473&doi=10.1109%2fCVPR.2012.6247774&partnerID=40&md5=b403b7f73f7e71aa21b0b5baca6952e2,"Siemens Corporate Research, Princeton, NJ 08540, United States; Siemens Healthcare, Siemensstr. 1, Forchheim 91301, Germany","Wu, D., Siemens Corporate Research, Princeton, NJ 08540, United States; Liu, D., Siemens Corporate Research, Princeton, NJ 08540, United States; Puskas, Z., Siemens Corporate Research, Princeton, NJ 08540, United States; Lu, C., Siemens Corporate Research, Princeton, NJ 08540, United States; Wimmer, A., Siemens Healthcare, Siemensstr. 1, Forchheim 91301, Germany; Tietjen, C., Siemens Healthcare, Siemensstr. 1, Forchheim 91301, Germany; Soza, G., Siemens Healthcare, Siemensstr. 1, Forchheim 91301, Germany; Zhou, S.K., Siemens Corporate Research, Princeton, NJ 08540, United States",Conference Paper,Scopus,2-s2.0-84866642473
"Bai Y., Tang M.",Robust tracking via weakly supervised ranking SVM,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247884,1854,1861,,34,10.1109/CVPR.2012.6247884,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866644771&doi=10.1109%2fCVPR.2012.6247884&partnerID=40&md5=0d44e43b96d5e249bd26803a244ef613,"National Lab of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China","Bai, Y., National Lab of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China; Tang, M., National Lab of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China",Conference Paper,Scopus,2-s2.0-84866644771
"Dantone M., Gall J., Fanelli G., Van Gool L.",Real-time facial feature detection using conditional regression forests,2012,Proceedings of the IEEE Computer Society Conference on Computer  Vision and Pattern Recognition,,,6247976,2578,2585,,122,10.1109/CVPR.2012.6247976,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866706750&doi=10.1109%2fCVPR.2012.6247976&partnerID=40&md5=502acd2669f1d603d8e62e30c895709d,"ETH Zurich, Switzerland; MPI for Intelligent Systems, Germany; KU Leuven, Belgium","Dantone, M., ETH Zurich, Switzerland; Gall, J., ETH Zurich, Switzerland, MPI for Intelligent Systems, Germany; Fanelli, G., ETH Zurich, Switzerland; Van Gool, L., ETH Zurich, Switzerland, KU Leuven, Belgium",Conference Paper,Scopus,2-s2.0-84866706750
"Zhang D., Hu Y., Ye J., Li X., He X.",Matrix completion by Truncated Nuclear Norm Regularization,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247927,2192,2199,,21,10.1109/CVPR.2012.6247927,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866667614&doi=10.1109%2fCVPR.2012.6247927&partnerID=40&md5=43d926051d9f569960565aecb1c6fac6,"State Key Lab of CADandCG, Zhejiang University, Hangzhou, China; Arizona University, Tempe, AZ 85287, United States; State Key Laboratory of Transient Optics and Photonics, Xi'An Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, Xi'an 710119, Shaanxi, China","Zhang, D., State Key Lab of CADandCG, Zhejiang University, Hangzhou, China; Hu, Y., State Key Lab of CADandCG, Zhejiang University, Hangzhou, China; Ye, J., Arizona University, Tempe, AZ 85287, United States; Li, X., State Key Laboratory of Transient Optics and Photonics, Xi'An Institute of Optics and Precision Mechanics, Chinese Academy of Sciences, Xi'an 710119, Shaanxi, China; He, X., State Key Lab of CADandCG, Zhejiang University, Hangzhou, China",Conference Paper,Scopus,2-s2.0-84866667614
"Zhuang L., Gao H., Lin Z., Ma Y., Zhang X., Yu N.",Non-negative low rank and sparse graph for semi-supervised learning,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247944,2328,2335,,76,10.1109/CVPR.2012.6247944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866660023&doi=10.1109%2fCVPR.2012.6247944&partnerID=40&md5=2b476db7c94ba6f2640bb9fe76ffd8b0,"MOE-Microsoft Key Lab., University of Science and Technology of China, China; Microsoft Research Asia, China; Key Lab. of Machine Perception (MOE), Peking University, China; Dept. of Computer Sci. and Tech., Tsinghua University, China","Zhuang, L., MOE-Microsoft Key Lab., University of Science and Technology of China, China; Gao, H., MOE-Microsoft Key Lab., University of Science and Technology of China, China; Lin, Z., Microsoft Research Asia, China, Key Lab. of Machine Perception (MOE), Peking University, China; Ma, Y., Microsoft Research Asia, China; Zhang, X., Dept. of Computer Sci. and Tech., Tsinghua University, China; Yu, N., MOE-Microsoft Key Lab., University of Science and Technology of China, China",Conference Paper,Scopus,2-s2.0-84866660023
"Lang H., Ling H.",Classifying covert photographs,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247799,1178,1185,,3,10.1109/CVPR.2012.6247799,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866708757&doi=10.1109%2fCVPR.2012.6247799&partnerID=40&md5=a3213df1d9197e0cde9bea0774e6f2ad,"Dept. of Physics and Electronics, Beijing University of Chemical Technology, Beijing, 100029, China; Dept. of Computer and Information Sciences, Temple University, Philadelphia, PA 19122, United States","Lang, H., Dept. of Physics and Electronics, Beijing University of Chemical Technology, Beijing, 100029, China, Dept. of Computer and Information Sciences, Temple University, Philadelphia, PA 19122, United States; Ling, H., Dept. of Computer and Information Sciences, Temple University, Philadelphia, PA 19122, United States",Conference Paper,Scopus,2-s2.0-84866708757
"Sadanand S., Corso J.J.",Action bank: A high-level representation of activity in video,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247806,1234,1241,,158,10.1109/CVPR.2012.6247806,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866718894&doi=10.1109%2fCVPR.2012.6247806&partnerID=40&md5=07ad27b58a9077ab95bea8f6bfd820bb,"Computer Science and Engineering, SUNY at Buffalo, United States","Sadanand, S., Computer Science and Engineering, SUNY at Buffalo, United States; Corso, J.J., Computer Science and Engineering, SUNY at Buffalo, United States",Conference Paper,Scopus,2-s2.0-84866718894
"Nguyen K., Sridharan S., Denman S., Fookes C.",Feature-domain super-resolution framework for Gabor-based face and iris recognition,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247984,2642,2649,,16,10.1109/CVPR.2012.6247984,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866666330&doi=10.1109%2fCVPR.2012.6247984&partnerID=40&md5=45ac39081109abbef50e1693a9db569f,"Image and Video Research Lab, Queensland University of Technology, 2 George Street, GPO Box 2434, Brisbane, QLD 4001, Australia","Nguyen, K., Image and Video Research Lab, Queensland University of Technology, 2 George Street, GPO Box 2434, Brisbane, QLD 4001, Australia; Sridharan, S., Image and Video Research Lab, Queensland University of Technology, 2 George Street, GPO Box 2434, Brisbane, QLD 4001, Australia; Denman, S., Image and Video Research Lab, Queensland University of Technology, 2 George Street, GPO Box 2434, Brisbane, QLD 4001, Australia; Fookes, C., Image and Video Research Lab, Queensland University of Technology, 2 George Street, GPO Box 2434, Brisbane, QLD 4001, Australia",Conference Paper,Scopus,2-s2.0-84866666330
"Chang C.-H., Chuang Y.-Y.",A line-structure-preserving approach to image resizing,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247786,1075,1082,,21,10.1109/CVPR.2012.6247786,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866662295&doi=10.1109%2fCVPR.2012.6247786&partnerID=40&md5=2eee65873a5992a92565bc87ded625d9,"National Taiwan University, Taiwan","Chang, C.-H., National Taiwan University, Taiwan; Chuang, Y.-Y., National Taiwan University, Taiwan",Conference Paper,Scopus,2-s2.0-84866662295
"Flitton G., Breckon T.P., Megherbi N.",A 3D extension to cortex like mechanisms for 3D object class recognition,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248109,3634,3641,,9,10.1109/CVPR.2012.6248109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866645169&doi=10.1109%2fCVPR.2012.6248109&partnerID=40&md5=4bec0ecd476605db18fdb45361d11e80,"School of Engineering, Cranfield University, United Kingdom","Flitton, G., School of Engineering, Cranfield University, United Kingdom; Breckon, T.P., School of Engineering, Cranfield University, United Kingdom; Megherbi, N., School of Engineering, Cranfield University, United Kingdom",Conference Paper,Scopus,2-s2.0-84866645169
Ukita N.,Articulated pose estimation with parts connectivity using discriminative local oriented contours,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6248049,3154,3161,,8,10.1109/CVPR.2012.6248049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866706238&doi=10.1109%2fCVPR.2012.6248049&partnerID=40&md5=25062e5b2ff71c255c6c76fec614b828,"Nara Institute of Science and Technology, Japan","Ukita, N., Nara Institute of Science and Technology, Japan",Conference Paper,Scopus,2-s2.0-84866706238
"Lei Z., Yi D., Li S.Z.",Discriminant image filter learning for face recognition with local binary pattern like representation,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247967,2512,2517,,15,10.1109/CVPR.2012.6247967,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866666484&doi=10.1109%2fCVPR.2012.6247967&partnerID=40&md5=19b0c005506cf8e8dd300836e7cf72bc,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 95 Zhongguancun Donglu, Beijing 100190, China","Lei, Z., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 95 Zhongguancun Donglu, Beijing 100190, China; Yi, D., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 95 Zhongguancun Donglu, Beijing 100190, China; Li, S.Z., National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, 95 Zhongguancun Donglu, Beijing 100190, China",Conference Paper,Scopus,2-s2.0-84866666484
"Pham D.-S., Budhaditya S., Phung D., Venkatesh S.",Improved subspace clustering via exploitation of spatial constraints,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247720,550,557,,6,10.1109/CVPR.2012.6247720,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866654771&doi=10.1109%2fCVPR.2012.6247720&partnerID=40&md5=21a47207f6cac22d521ac94b4d16f340,"Dept. of Computing, Curtin University, Perth, WA, Australia; PRaDA, Deakin University, Geelong, VIC, Australia","Pham, D.-S., Dept. of Computing, Curtin University, Perth, WA, Australia; Budhaditya, S., PRaDA, Deakin University, Geelong, VIC, Australia; Phung, D., PRaDA, Deakin University, Geelong, VIC, Australia; Venkatesh, S., PRaDA, Deakin University, Geelong, VIC, Australia",Conference Paper,Scopus,2-s2.0-84866654771
"Yang B., Nevatia R.",Multi-target tracking by online learning of non-linear motion patterns and robust appearance models,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247892,1918,1925,,62,10.1109/CVPR.2012.6247892,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866644597&doi=10.1109%2fCVPR.2012.6247892&partnerID=40&md5=30aa97cbb0e576d7f734cf1d75aef3cf,"Institute for Robotics and Intelligent Systems, University of Southern California, Los Angeles, CA 90089, United States","Yang, B., Institute for Robotics and Intelligent Systems, University of Southern California, Los Angeles, CA 90089, United States; Nevatia, R., Institute for Robotics and Intelligent Systems, University of Southern California, Los Angeles, CA 90089, United States",Conference Paper,Scopus,2-s2.0-84866644597
"Myeong H., Chang J.Y., Lee K.M.",Learning object relationships via graph-based context model,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247995,2727,2734,,10,10.1109/CVPR.2012.6247995,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866676040&doi=10.1109%2fCVPR.2012.6247995&partnerID=40&md5=30149726263e7a35f56caa6be1356732,"Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea","Myeong, H., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea; Chang, J.Y., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea; Lee, K.M., Department of EECS, ASRI, Seoul National University, 151-742, Seoul, South Korea",Conference Paper,Scopus,2-s2.0-84866676040
"Mignon A., Jurie F.",PCCA: A new approach for distance learning from sparse pairwise constraints,2012,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,6247987,2666,2672,,128,10.1109/CVPR.2012.6247987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866651553&doi=10.1109%2fCVPR.2012.6247987&partnerID=40&md5=12ad9d063d411338956f3541f43706e5,"GREYC, CNRS UMR 6072, Université de Caen, France","Mignon, A., GREYC, CNRS UMR 6072, Université de Caen, France; Jurie, F., GREYC, CNRS UMR 6072, Université de Caen, France",Conference Paper,Scopus,2-s2.0-84866651553
