Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Daniilidis Konstantinos, Ernst Joerg",Active intrinsic calibration using vanishing points,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,708,713,,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711432&partnerID=40&md5=75663aed3b9eba2b40b335de21dfb16d,"Kiel Univ, Kiel, Germany","Daniilidis, Konstantinos, Kiel Univ, Kiel, Germany; Ernst, Joerg, Kiel Univ, Kiel, Germany",Conference Paper,Scopus,2-s2.0-0029711432
"Uhl Jr. Robert G., Lobo Niels da Vitoria",Framework for recognizing a facial image from a police sketch,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,586,593,,42,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711253&partnerID=40&md5=ec4f50b914e6b786075186e3fbf6e774,"Harris Corp, Melbourne, United States","Uhl Jr., Robert G., Harris Corp, Melbourne, United States; Lobo, Niels da Vitoria, Harris Corp, Melbourne, United States",Conference Paper,Scopus,2-s2.0-0029711253
"Wilson Richard C., Hancock Edwin R.",Gauging relational consistency and correcting structural errors,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,47,54,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703411&partnerID=40&md5=41375c49928da08e4044de75a4e5a2a7,"Univ of York, York, United Kingdom","Wilson, Richard C., Univ of York, York, United Kingdom; Hancock, Edwin R., Univ of York, York, United Kingdom",Conference Paper,Scopus,2-s2.0-0029703411
"Van Gool Luc, Moons Theo, Proesmans Marc",Mirror and point symmetry under perspective skewing,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,285,292,,27,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029714862&partnerID=40&md5=989f1e0c21dbb5f246cf9d245cdde0bd,"Katholieke Universiteit Leuven, Heverlee, Belgium","Van Gool, Luc, Katholieke Universiteit Leuven, Heverlee, Belgium; Moons, Theo, Katholieke Universiteit Leuven, Heverlee, Belgium; Proesmans, Marc, Katholieke Universiteit Leuven, Heverlee, Belgium",Conference Paper,Scopus,2-s2.0-0029714862
Reisfeld Daniel,Constrained phase congruency: simultaneous detection of interest points and of their scales,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,562,567,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701023&partnerID=40&md5=b66c31f73d28ab1bdfaf1098645bd2ba,"INRIA, Sophia-Antipolis, France","Reisfeld, Daniel, INRIA, Sophia-Antipolis, France",Conference Paper,Scopus,2-s2.0-0029701023
"Merron Jason, Brady Michael",Isotropic gradient estimation,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,652,659,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723174&partnerID=40&md5=206645ee00a03113d78cacf46cde0db5,"Univ of Oxford, Oxford, United Kingdom","Merron, Jason, Univ of Oxford, Oxford, United Kingdom; Brady, Michael, Univ of Oxford, Oxford, United Kingdom",Conference Paper,Scopus,2-s2.0-0029723174
"Cui Yuntao, Weng John J.",Hand segmentation using learning-based prediction and verification for hand sign recognition,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,88,93,,28,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701008&partnerID=40&md5=5472f4cbde4e0d696b239429efb8df40,"Michigan State Univ, East Lansing, United States","Cui, Yuntao, Michigan State Univ, East Lansing, United States; Weng, John J., Michigan State Univ, East Lansing, United States",Conference Paper,Scopus,2-s2.0-0029701008
Krumm John,Eigenfeatures for planar pose measurement of partially occluded objects,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,55,60,,25,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703630&partnerID=40&md5=d10da617d87d86b91d24352d721d5946,"Sandia Natl Lab, Albuquerque, United States","Krumm, John, Sandia Natl Lab, Albuquerque, United States",Conference Paper,Scopus,2-s2.0-0029703630
"Li S.Z., Chan K.L., Wang H.",Bayesian image restoration and segmentation by constrained optimization,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,1,6,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029700709&partnerID=40&md5=10db1d95e06dcdbd70761f4d32603416,"Nanyang Technological Univ, Singapore, Singapore","Li, S.Z., Nanyang Technological Univ, Singapore, Singapore; Chan, K.L., Nanyang Technological Univ, Singapore, Singapore; Wang, H., Nanyang Technological Univ, Singapore, Singapore",Conference Paper,Scopus,2-s2.0-0029700709
Thirion Jean-Philippe,Non-rigid matching using demons,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,245,251,,102,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703639&partnerID=40&md5=30ce6a81e8850eac66527bbf070e064e,"INRIA, Sophia Antipolis, France","Thirion, Jean-Philippe, INRIA, Sophia Antipolis, France",Conference Paper,Scopus,2-s2.0-0029703639
"Ziou Djemel, Wang Shengrui",Isotropic processing for gradient estimation,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,660,665,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029713933&partnerID=40&md5=a90973f50be8e4b764ce64545357908f,"Universite de Sherbrooke, Sherbrooke, Canada","Ziou, Djemel, Universite de Sherbrooke, Sherbrooke, Canada; Wang, Shengrui, Universite de Sherbrooke, Sherbrooke, Canada",Conference Paper,Scopus,2-s2.0-0029713933
Burns J.Brian,Recognition via consensus of local moments of brightness and orientation,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,891,898,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701343&partnerID=40&md5=f7121a248bc5b4c23107f6f566fc1781,"Teleos Research, Mountain View, United States","Burns, J.Brian, Teleos Research, Mountain View, United States",Conference Paper,Scopus,2-s2.0-0029701343
"Kakadiaris Ioannis A., Metaxas Dimitris",Model-based estimation of 3D human motion with occlusion based on active multi-viewpoint selection,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,81,87,,115,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703412&partnerID=40&md5=bf06367eb419d0488610dc5194556a45,"Univ of Pennsylvania, Philadelphia, United States","Kakadiaris, Ioannis A., Univ of Pennsylvania, Philadelphia, United States; Metaxas, Dimitris, Univ of Pennsylvania, Philadelphia, United States",Conference Paper,Scopus,2-s2.0-0029703412
"Rong Songnian, Bhanu Bir",Modeling clutter and context for target detection in infrared images,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,106,113,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029725137&partnerID=40&md5=4a183b879ea83a4b7ee7371d6844f853,"Univ of California, Riverside, United States","Rong, Songnian, Univ of California, Riverside, United States; Bhanu, Bir, Univ of California, Riverside, United States",Conference Paper,Scopus,2-s2.0-0029725137
"Callari Francesco G., Ferrie Frank P.",Autonomous recognition: driven by ambiguity,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,701,707,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029722964&partnerID=40&md5=2bd3547fe920ddde9613c587272d714c,"McGill Univ, Montreal, Canada","Callari, Francesco G., McGill Univ, Montreal, Canada; Ferrie, Frank P., McGill Univ, Montreal, Canada",Conference Paper,Scopus,2-s2.0-0029722964
"Kim Gyeonghwan, Govindaraju Venu",Recognition of handwritten phrases as applied to street name images,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,459,464,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701741&partnerID=40&md5=fd3696e4a74e7c40b22d2fe0242bb387,"State Univ of New York at Buffalo, Amherst, United States","Kim, Gyeonghwan, State Univ of New York at Buffalo, Amherst, United States; Govindaraju, Venu, State Univ of New York at Buffalo, Amherst, United States",Conference Paper,Scopus,2-s2.0-0029701741
"Hel-Or Yacov, Teo Patrick C.",Canonical decomposition of steerable functions,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,809,816,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029712055&partnerID=40&md5=2637bd3800dabaadbaca1012190acf7a,"NASA Ames Research Cent, Moffett Field, United States","Hel-Or, Yacov, NASA Ames Research Cent, Moffett Field, United States; Teo, Patrick C., NASA Ames Research Cent, Moffett Field, United States",Conference Paper,Scopus,2-s2.0-0029712055
"Quan Long, Kanade Takeo",Factorization method for affine structure from line correspondences,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,803,808,,23,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723175&partnerID=40&md5=e6e92d63b68843f191d8a9778f1d703d,"Carnegie Mellon Univ, Pittsburgh, United States","Quan, Long, Carnegie Mellon Univ, Pittsburgh, United States; Kanade, Takeo, Carnegie Mellon Univ, Pittsburgh, United States",Conference Paper,Scopus,2-s2.0-0029723175
"Vincken Koen L., Niessen Wiro J., Viergever Max A.",Blurring strategies for image segmentation using a multiscale linking model,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,21,26,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711399&partnerID=40&md5=3ee8f699693d845b47190ddec5385c0e,"Univ Hospital Utrecht, Utrecht, Netherlands","Vincken, Koen L., Univ Hospital Utrecht, Utrecht, Netherlands; Niessen, Wiro J., Univ Hospital Utrecht, Utrecht, Netherlands; Viergever, Max A., Univ Hospital Utrecht, Utrecht, Netherlands",Conference Paper,Scopus,2-s2.0-0029711399
"Elder James H., Zucker Steven W.","Scale space localization, blur, and contour-based image coding",1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,27,34,,23,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029698577&partnerID=40&md5=fd3a34ee7e2262c81aa7bbe312dd44e8,"NEC Research Inst, Princeton, United States","Elder, James H., NEC Research Inst, Princeton, United States; Zucker, Steven W., NEC Research Inst, Princeton, United States",Conference Paper,Scopus,2-s2.0-0029698577
Oliensis J.,Structure from linear or planar motions,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,335,342,,11,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029702171&partnerID=40&md5=514cf717abc3eef2a6bfa17f61a1c1e6,"NEC Research Inst, Princeton, United States","Oliensis, J., NEC Research Inst, Princeton, United States",Conference Paper,Scopus,2-s2.0-0029702171
"Miller James V., Stewart Charles V.",MUSE: robust surface fitting using unbiased scale estimates,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,300,306,,50,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029702169&partnerID=40&md5=21026b44a29b8b9f7b0682279d5ceed5,"Rensselaer Polytechnic Inst, Troy, United States","Miller, James V., Rensselaer Polytechnic Inst, Troy, United States; Stewart, Charles V., Rensselaer Polytechnic Inst, Troy, United States",Conference Paper,Scopus,2-s2.0-0029702169
"Havaldar Parag, Medioni Gerard","Inference of segmented, volumetric shape from three intensity images",1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,278,284,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029714861&partnerID=40&md5=836a15783390f9fd0aed04ac2d54bf66,"Univ of Southern California, Los Angeles, United States","Havaldar, Parag, Univ of Southern California, Los Angeles, United States; Medioni, Gerard, Univ of Southern California, Los Angeles, United States",Conference Paper,Scopus,2-s2.0-0029714861
"Leonardis Ales, Bischof Horst",Dealing with occlusions in the eigenspace approach,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,453,458,,41,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029717337&partnerID=40&md5=58596a6056ee80799448b74916ee2eec,"Technical Univ Vienna, Vienna, Austria","Leonardis, Ales, Technical Univ Vienna, Vienna, Austria; Bischof, Horst, Technical Univ Vienna, Vienna, Austria",Conference Paper,Scopus,2-s2.0-0029717337
"Bedekar Anand S., Haralick Robert M.",Finding corresponding points based on Bayesian triangulation,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,61,66,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711869&partnerID=40&md5=3b0b26d3084c76940fa3185fee19ca95,"Univ of Washington, Seattle, United States","Bedekar, Anand S., Univ of Washington, Seattle, United States; Haralick, Robert M., Univ of Washington, Seattle, United States",Conference Paper,Scopus,2-s2.0-0029711869
"Rowley Henry A., Baluja Shumeet, Kanade Takeo",Neural network-based face detection,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,203,208,,145,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711414&partnerID=40&md5=2dab719254bb2082b5f7552f4482a9f8,"Carnegie Mellon Univ, Pittsburgh, United States","Rowley, Henry A., Carnegie Mellon Univ, Pittsburgh, United States; Baluja, Shumeet, Carnegie Mellon Univ, Pittsburgh, United States; Kanade, Takeo, Carnegie Mellon Univ, Pittsburgh, United States",Conference Paper,Scopus,2-s2.0-0029711414
"Ju Shanon X., Black Michael J., Jepson Allan D.","Skin and bones: multi-layer, locally affine, optical flow and regularization with transparency",1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,307,314,,95,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029719906&partnerID=40&md5=7166d4aa31aae4ae9ad6e14669878a6d,"Univ of Toronto, Toronto, Canada","Ju, Shanon X., Univ of Toronto, Toronto, Canada; Black, Michael J., Univ of Toronto, Toronto, Canada; Jepson, Allan D., Univ of Toronto, Toronto, Canada",Conference Paper,Scopus,2-s2.0-0029719906
"Gokmen Muhittin, Jain Anil K.",λτ-space representation of images and generalized edge detector,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,764,769,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029719652&partnerID=40&md5=39f698206d1d1d9749de9ae7eb102168,"Istanbul Technical Univ, Istanbul, Turkey","Gokmen, Muhittin, Istanbul Technical Univ, Istanbul, Turkey; Jain, Anil K., Istanbul Technical Univ, Istanbul, Turkey",Conference Paper,Scopus,2-s2.0-0029719652
Triggs Bill,Factorization methods for projective structure and motion,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,845,851,,156,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723176&partnerID=40&md5=402f63db29eae60f7aa6cf8254467aee,"INRIA Rhone-Alpes, Saint-Martin, France","Triggs, Bill, INRIA Rhone-Alpes, Saint-Martin, France",Conference Paper,Scopus,2-s2.0-0029723176
"Belhumeur Peter N., Kriegman David J.",What is the set of images of an object under all possible lighting conditions?,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,270,277,,199,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029707440&partnerID=40&md5=a9287723398f85b74113a15105a5aaa2,"Yale Univ, New Haven, United States","Belhumeur, Peter N., Yale Univ, New Haven, United States; Kriegman, David J., Yale Univ, New Haven, United States",Conference Paper,Scopus,2-s2.0-0029707440
"Rotstein H.P., Rivlin E.",Optimal servoing for active foveated vision,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,177,182,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701729&partnerID=40&md5=7be913cb040dfa26c0aad3302a7f3c42,"Technion - Israel Inst of Technology, Haifa, Israel","Rotstein, H.P., Technion - Israel Inst of Technology, Haifa, Israel; Rivlin, E., Technion - Israel Inst of Technology, Haifa, Israel",Conference Paper,Scopus,2-s2.0-0029701729
[No author name available],Proceedings of the 1996 IEEE Computer Society Conference on Computer Vision and Pattern Recognition,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,,,928,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029719654&partnerID=40&md5=d13292c268a96a0effa2cc60af1ccf63,,,Conference Review,Scopus,2-s2.0-0029719654
"Siddiqi Kaleem, Kimia Benjamin B.",Shock grammar for recognition,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,507,513,,91,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703432&partnerID=40&md5=6206bd054544bcb5aed5c18582c2dfd3,"McGill Univ, Montreal, Canada","Siddiqi, Kaleem, McGill Univ, Montreal, Canada; Kimia, Benjamin B., McGill Univ, Montreal, Canada",Conference Paper,Scopus,2-s2.0-0029703432
Sapiro Guillermo,Vector-valued active contours,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,680,685,,41,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029706954&partnerID=40&md5=a24c4d47f49b20ded0866bcf73ee8be0,"Hewlett-Packard Lab, Palo Alto, United States","Sapiro, Guillermo, Hewlett-Packard Lab, Palo Alto, United States",Conference Paper,Scopus,2-s2.0-0029706954
"Bonmassar Giorgio, Schwartz Eric L.","Lie groups, space-variant Fourier analysis and the exponential chirp transform",1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,492,498,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701742&partnerID=40&md5=e6929979e76a9e7fe0b33d8bf10cd568,"Boston Univ, Boston, United States","Bonmassar, Giorgio, Boston Univ, Boston, United States; Schwartz, Eric L., Boston Univ, Boston, United States",Conference Paper,Scopus,2-s2.0-0029701742
"Wang Xiaoguang, Cheng Yong-Qing, Collins Robert T., Hanson Allen R.",Determining correspondences and rigid motion of 3-D point sets with missing data,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,252,257,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029714666&partnerID=40&md5=19092ea5b532bbe632fb8b52411dd160,"Univ of Massachusetts, Amherst, United States","Wang, Xiaoguang, Univ of Massachusetts, Amherst, United States; Cheng, Yong-Qing, Univ of Massachusetts, Amherst, United States; Collins, Robert T., Univ of Massachusetts, Amherst, United States; Hanson, Allen R., Univ of Massachusetts, Amherst, United States",Conference Paper,Scopus,2-s2.0-0029714666
"Cohen Laurent D., Kimmel Ron",Global minimum for active contour models: a minimal path approach,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,666,673,,47,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723586&partnerID=40&md5=857e0d802441266d2ee40b191550368e,"Universite Paris 9-Dauphine, Paris, France","Cohen, Laurent D., Universite Paris 9-Dauphine, Paris, France; Kimmel, Ron, Universite Paris 9-Dauphine, Paris, France",Conference Paper,Scopus,2-s2.0-0029723586
"Kumar Senthil, Goldgof Dmitry",Recovery of global nonrigid motion - a model based approach without point correspondences,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,594,599,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029712983&partnerID=40&md5=d402e2df223e1070711fa66a1f4399aa,"Cognex Corp, United States","Kumar, Senthil, Cognex Corp, United States; Goldgof, Dmitry, Cognex Corp, United States",Conference Paper,Scopus,2-s2.0-0029712983
"Weng Yun, Zhu Qiuming",Nonlinear shape restoration for document images,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,568,573,,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701341&partnerID=40&md5=2db4a919d3fcc864848d4f04aff30b6b,"Applied Communications Inc, Omaha, United States","Weng, Yun, Applied Communications Inc, Omaha, United States; Zhu, Qiuming, Applied Communications Inc, Omaha, United States",Conference Paper,Scopus,2-s2.0-0029701341
"Sull Sanghoon, Sridhar Banavar",Runway obstacle detection by controlled spatiotemporal image flow disparity,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,385,390,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703643&partnerID=40&md5=856adff1e516ad401dd7b415caacd518,"Ames Research Cent, Moffett Field, United States","Sull, Sanghoon, Ames Research Cent, Moffett Field, United States; Sridhar, Banavar, Ames Research Cent, Moffett Field, United States",Conference Paper,Scopus,2-s2.0-0029703643
"Soatto Stefano, Perona Pietro",Motion from fixation,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,817,824,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701750&partnerID=40&md5=5a00b27395ca76b3f4b1b2572bf07f1a,"California Inst of Technology, Pasadena, United States","Soatto, Stefano, California Inst of Technology, Pasadena, United States; Perona, Pietro, California Inst of Technology, Pasadena, United States",Conference Paper,Scopus,2-s2.0-0029701750
Olson Clark F.,Connectionist networks for feature indexing and object recognition,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,907,912,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029722966&partnerID=40&md5=cf5ea7fd935b6df40170b37248839b34,"Cornell Univ, Ithaca, United States","Olson, Clark F., Cornell Univ, Ithaca, United States",Conference Paper,Scopus,2-s2.0-0029722966
"Breton Pierre, Zucker Steven W.",Shadows and shading flow fields,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,782,789,,36,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723588&partnerID=40&md5=2aadaf01f4aff4aa052f9e7ef29960ec,"McGill Univ, Montreal, Canada","Breton, Pierre, McGill Univ, Montreal, Canada; Zucker, Steven W., McGill Univ, Montreal, Canada",Conference Paper,Scopus,2-s2.0-0029723588
"Sinclair D., Zesar K.",Further constraints on visual articulated motions,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,94,99,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701009&partnerID=40&md5=4e553bca52008dc7dbfa84622802dbbe,"Technical Univ Graz, Graz, Austria","Sinclair, D., Technical Univ Graz, Graz, Austria; Zesar, K., Technical Univ Graz, Graz, Austria",Conference Paper,Scopus,2-s2.0-0029701009
"Williams Lance R., Jacobs David W.",Local parallel computation of stochastic completion fields,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,161,168,,11,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723332&partnerID=40&md5=1b8c057e6ab12eed7fab911b4f842ae5,"NEC Research Inst, Princeton, United States","Williams, Lance R., NEC Research Inst, Princeton, United States; Jacobs, David W., NEC Research Inst, Princeton, United States",Conference Paper,Scopus,2-s2.0-0029723332
"Kang Sing Bing, Szeliski Richard",3-D scene data recovery using omnidirectional multibaseline stereo,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,364,370,,51,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711239&partnerID=40&md5=951b6826babf64293b02591a6bbfb5fe,"Digital Equipment Corp, Cambridge, United States","Kang, Sing Bing, Digital Equipment Corp, Cambridge, United States; Szeliski, Richard, Digital Equipment Corp, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0029711239
"Shekarforoush H., Berthod M., Zerubia J.",Subpixel image registration by estimating the polyphase decomposition of cross power spectrum,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,532,537,,53,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029719927&partnerID=40&md5=a7fe14e17ae28750c4fa07f77ce4f676,"INRIA, Sophia Antipolis, France","Shekarforoush, H., INRIA, Sophia Antipolis, France; Berthod, M., INRIA, Sophia Antipolis, France; Zerubia, J., INRIA, Sophia Antipolis, France",Conference Paper,Scopus,2-s2.0-0029719927
"Schwickerath Anthony N.A., Beveridge J.Ross",Coregistration of range and optical images using coplanarity and orientation constraints,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,899,906,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723591&partnerID=40&md5=b35e3436d5224b3bb2e88d38e20a564e,"Colorado State Univ, Fort Collins, United States","Schwickerath, Anthony N.A., Colorado State Univ, Fort Collins, United States; Beveridge, J.Ross, Colorado State Univ, Fort Collins, United States",Conference Paper,Scopus,2-s2.0-0029723591
"Ghosal Sugata, McKee Douglas C.",Target detection in foveal ATR systems,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,714,719,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029724919&partnerID=40&md5=e0fc88e7e7117d3f5fa0d487caef3608,"Amherst Systems Inc, Buffalo, United States","Ghosal, Sugata, Amherst Systems Inc, Buffalo, United States; McKee, Douglas C., Amherst Systems Inc, Buffalo, United States",Conference Paper,Scopus,2-s2.0-0029724919
"Funka-Lea Gareth, Gupta Alok",Use of hybrid models to recover cardiac wall motion in tagged MR images,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,625,630,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711254&partnerID=40&md5=2094a870f04f3e592d6fa40673a766af,"Siemens Corp Research, Princeton, United States","Funka-Lea, Gareth, Siemens Corp Research, Princeton, United States; Gupta, Alok, Siemens Corp Research, Princeton, United States",Conference Paper,Scopus,2-s2.0-0029711254
"Sardo L., Kittler J.",Complexity analysis of RBF networks for pattern recognition,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,574,579,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703225&partnerID=40&md5=3ebb9bf842c807fedc26861fa3550570,"Univ of Surrey, Surrey, United Kingdom","Sardo, L., Univ of Surrey, Surrey, United Kingdom; Kittler, J., Univ of Surrey, Surrey, United Kingdom",Conference Paper,Scopus,2-s2.0-0029703225
"Devernay Frederic, Faugeras Olivier",From projective to Euclidean reconstruction,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,264,269,,41,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029713922&partnerID=40&md5=c9db4fd0aaf0f8e3a8860a64d9709409,"INRIA Sophia Antipolis, Sophia Antipolis, France","Devernay, Frederic, INRIA Sophia Antipolis, Sophia Antipolis, France; Faugeras, Olivier, INRIA Sophia Antipolis, Sophia Antipolis, France",Conference Paper,Scopus,2-s2.0-0029713922
Hsieh Yuan,SiteCity: a semi-automated site modelling system,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,499,506,,22,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029702968&partnerID=40&md5=cb518ae6a7f2cc73c93ce354c0fe3f67,"Lockheed Martin Astronautic, Denver, United States","Hsieh, Yuan, Lockheed Martin Astronautic, Denver, United States",Conference Paper,Scopus,2-s2.0-0029702968
Shah Jayant,"Common framework for curve evolution, segmentation and anisotropic diffusion",1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,136,142,,118,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711076&partnerID=40&md5=2a5b161136ef36aa88f1a71449679059,"Northeastern Univ, Boston, United States","Shah, Jayant, Northeastern Univ, Boston, United States",Conference Paper,Scopus,2-s2.0-0029711076
