Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Darrell Trevor, Moghaddam Baback, Pentland Alex P.",Active face tracking and pose estimation in an interactive room,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,67,72,,65,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029713912&partnerID=40&md5=fc08b2a2562c12cb86315c8c5ed14343,"MIT Media Lab, United States","Darrell, Trevor, MIT Media Lab, United States; Moghaddam, Baback, MIT Media Lab, United States; Pentland, Alex P., MIT Media Lab, United States",Conference Paper,Scopus,2-s2.0-0029713912
"Gold Steven, Rangarajan Anand",Graph matching by graduated assignment,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,239,244,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029722953&partnerID=40&md5=42da40171fb1744aaf0f0bb9b641eb54,"Yale Univ, New Haven, United States","Gold, Steven, Yale Univ, New Haven, United States; Rangarajan, Anand, Yale Univ, New Haven, United States",Conference Paper,Scopus,2-s2.0-0029722953
"Shum Heung-Yeung, Hebert Martial, Ikeuchi Katsushi",On 3D shape similarity,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,526,531,,64,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701340&partnerID=40&md5=4b5a0bef20ccc18f696e2377f2aba483,"Carnegie Mellon Univ, Pittsburgh, United States","Shum, Heung-Yeung, Carnegie Mellon Univ, Pittsburgh, United States; Hebert, Martial, Carnegie Mellon Univ, Pittsburgh, United States; Ikeuchi, Katsushi, Carnegie Mellon Univ, Pittsburgh, United States",Conference Paper,Scopus,2-s2.0-0029701340
"Geiger Davi, Kumaran Krishnan, Parida Laxmi",Visual organization for figure/ground separation,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,155,160,,21,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029702953&partnerID=40&md5=ad704eaca3c1d6cda0cc43b57d118744,"Courant Inst, New York, United States","Geiger, Davi, Courant Inst, New York, United States; Kumaran, Krishnan, Courant Inst, New York, United States; Parida, Laxmi, Courant Inst, New York, United States",Conference Paper,Scopus,2-s2.0-0029702953
"Manmatha R., Han Chengfeng, Riseman E.M.",Word spotting: a new approach to indexing handwriting,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,631,637,,120,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703656&partnerID=40&md5=1b47198562fb690d0b0b21400429cd32,"Univ of Massachusetts, Amherst, United States","Manmatha, R., Univ of Massachusetts, Amherst, United States; Han, Chengfeng, Univ of Massachusetts, Amherst, United States; Riseman, E.M., Univ of Massachusetts, Amherst, United States",Conference Paper,Scopus,2-s2.0-0029703656
"Casadei Stefano, Mitter Sanjoy K.",Hierarchical approach to high resolution edge contour reconstruction,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,149,154,,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029714305&partnerID=40&md5=05f436566c25db136b07a0b5b2a337ae,"Massachusetts Inst of Technology, Cambridge, United States","Casadei, Stefano, Massachusetts Inst of Technology, Cambridge, United States; Mitter, Sanjoy K., Massachusetts Inst of Technology, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0029714305
"Sarkar Sudeep, Boyer Kim L.",Quantitative measures of change based on feature organization: eigenvalues and eigenvectors,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,478,483,,59,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029713930&partnerID=40&md5=89bdd2767c846da3afe199e810e3927e,"Univ of South Florida, Tampa, United States","Sarkar, Sudeep, Univ of South Florida, Tampa, United States; Boyer, Kim L., Univ of South Florida, Tampa, United States",Conference Paper,Scopus,2-s2.0-0029713930
"Olver Peter J., Sapiro Guillermo, Tannenbaum Allen","Affine invariant detection: edges, active contours, and segments",1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,520,525,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029722961&partnerID=40&md5=04984a7feb0a5d591150637a7138dce8,"Univ of Minnesota, Minneapolis, United States","Olver, Peter J., Univ of Minnesota, Minneapolis, United States; Sapiro, Guillermo, Univ of Minnesota, Minneapolis, United States; Tannenbaum, Allen, Univ of Minnesota, Minneapolis, United States",Conference Paper,Scopus,2-s2.0-0029722961
"Zabih Ramin, Miller Justin, Mai Kevin",Video browsing using edges and motion,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,439,446,,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723582&partnerID=40&md5=fd086b60013b0827c920c48c9385f902,"Cornell Univ, Ithaca, United States","Zabih, Ramin, Cornell Univ, Ithaca, United States; Miller, Justin, Cornell Univ, Ithaca, United States; Mai, Kevin, Cornell Univ, Ithaca, United States",Conference Paper,Scopus,2-s2.0-0029723582
"Nayar Shree K., Baker Simon, Murase Hiroshi",Parametric feature detection,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,471,477,,28,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029714873&partnerID=40&md5=fc666578cf65bb5f36b9ce3a15579da9,"Columbia Univ, Columbia, United States","Nayar, Shree K., Columbia Univ, Columbia, United States; Baker, Simon, Columbia Univ, Columbia, United States; Murase, Hiroshi, Columbia Univ, Columbia, United States",Conference Paper,Scopus,2-s2.0-0029714873
"Slater David, Healey Glenn",Using a spectral reflectance model for the illumination-invariant recognition of local image structure,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,770,775,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703657&partnerID=40&md5=bff0e97e4e2c1fe4a8b522fb07cf1c4c,"Univ of California, Irvine, United States","Slater, David, Univ of California, Irvine, United States; Healey, Glenn, Univ of California, Irvine, United States",Conference Paper,Scopus,2-s2.0-0029703657
"Du Fenglei, Izatt Andrew, Bandera Cesar",MIMD computing platform for a hierarchical foveal machine vision system,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,720,725,,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029700734&partnerID=40&md5=a72c56646225bfa00caf6c2d17425eaf,"Amherst Systems Inc, Buffalo, United States","Du, Fenglei, Amherst Systems Inc, Buffalo, United States; Izatt, Andrew, Amherst Systems Inc, Buffalo, United States; Bandera, Cesar, Amherst Systems Inc, Buffalo, United States",Conference Paper,Scopus,2-s2.0-0029700734
"Bhat Dinkar N., Nayar Shree K.",Ordinal measures for visual correspondence,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,351,357,,43,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029724904&partnerID=40&md5=524f807432866b93e3f07a1a10c6e90a,"Columbia Univ, United States","Bhat, Dinkar N., Columbia Univ, United States; Nayar, Shree K., Columbia Univ, United States",Conference Paper,Scopus,2-s2.0-0029724904
"Chen Jin-Long, Stockman George C.",Indexing to 3D model aspects using 2D contour features,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,913,920,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029702184&partnerID=40&md5=1d9a9888105b8fa03063f3344d529695,"Michigan State Univ, East Lansing, United States","Chen, Jin-Long, Michigan State Univ, East Lansing, United States; Stockman, George C., Michigan State Univ, East Lansing, United States",Conference Paper,Scopus,2-s2.0-0029702184
"Kundur Sridhar R., Raviv Daniel",Novel active-vision-based visual-threat-cue for autonomous navigation tasks,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,606,612,,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723173&partnerID=40&md5=c107f8768a67c8f41ad748d8434f0fbe,"Florida Atlantic Univ, Boca Raton, United States","Kundur, Sridhar R., Florida Atlantic Univ, Boca Raton, United States; Raviv, Daniel, Florida Atlantic Univ, Boca Raton, United States",Conference Paper,Scopus,2-s2.0-0029723173
"Ge Yaorong, Fitzpatrick J.Michael",Extraction of maximal inscribed disks from discrete Euclidean distance maps,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,556,561,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029723585&partnerID=40&md5=8ab480dede87b31dffec2f56b349347f,"Wake Forest Univ, Winston-Salem, United States","Ge, Yaorong, Wake Forest Univ, Winston-Salem, United States; Fitzpatrick, J.Michael, Wake Forest Univ, Winston-Salem, United States",Conference Paper,Scopus,2-s2.0-0029723585
"Astrom Kalle, Heyden Anders",Multilinear constraints in the infinitesimal-time case,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,833,838,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711434&partnerID=40&md5=43681b15ec18a367021eade6118f9a60,"Lund Univ, Lund, Sweden","Astrom, Kalle, Lund Univ, Lund, Sweden; Heyden, Anders, Lund Univ, Lund, Sweden",Conference Paper,Scopus,2-s2.0-0029711434
"Krishnan Arun, Ahuja Narendra",Panoramic image acquisition,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,379,384,,48,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701733&partnerID=40&md5=7e0bdad71b440933afac342f6f1a2818,"Siemens Corporate Research, Princeton, United States","Krishnan, Arun, Siemens Corporate Research, Princeton, United States; Ahuja, Narendra, Siemens Corporate Research, Princeton, United States",Conference Paper,Scopus,2-s2.0-0029701733
"Healey Glenn, Jain Amit",Using physics-based invariant representations for the recognition of regions in multispectral satellite images,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,750,755,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701342&partnerID=40&md5=39d2c38f72391e7f62c5621f3bb77fe9,"Univ of California, Irvine, United States","Healey, Glenn, Univ of California, Irvine, United States; Jain, Amit, Univ of California, Irvine, United States",Conference Paper,Scopus,2-s2.0-0029701342
"Alter T.D., Basri Ronen",Extracting salient curves from images: an analysis of the saliency network,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,13,20,,22,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029700710&partnerID=40&md5=9c4e75831d57b7d779dbc9811c511c6c,"MIT AI Lab, Cambridge, United States","Alter, T.D., MIT AI Lab, Cambridge, United States; Basri, Ronen, MIT AI Lab, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0029700710
"Baker Simon, Nayar Shree K.",Pattern rejection,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,544,549,,43,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029714684&partnerID=40&md5=73922248c3d928a4c824cf7308609e36,"Columbia Univ, New York, United States","Baker, Simon, Columbia Univ, New York, United States; Nayar, Shree K., Columbia Univ, New York, United States",Conference Paper,Scopus,2-s2.0-0029714684
"Toyama Kentaro, Hager Gregory D.",Incremental focus of attention for robust visual tracking,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,189,195,,23,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701326&partnerID=40&md5=539bcbc500fdd26315b9decab9d543ea,"Yale Univ, New Haven, United States","Toyama, Kentaro, Yale Univ, New Haven, United States; Hager, Gregory D., Yale Univ, New Haven, United States",Conference Paper,Scopus,2-s2.0-0029701326
"Rousso B., Avidan S., Shashua A., Peleg S.",Robust recovery of camera rotation from three frames,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,796,802,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703227&partnerID=40&md5=6013c3c5c298ae88f456af6604a3c603,"Hebrew Univ of Jerusalem, Jerusalem, Israel","Rousso, B., Hebrew Univ of Jerusalem, Jerusalem, Israel; Avidan, S., Hebrew Univ of Jerusalem, Jerusalem, Israel; Shashua, A., Hebrew Univ of Jerusalem, Jerusalem, Israel; Peleg, S., Hebrew Univ of Jerusalem, Jerusalem, Israel",Conference Paper,Scopus,2-s2.0-0029703227
"O'Donnell Thomas, Boult Terrance, Gupta Alok",Global models with parametric offsets as applied to cardiac motion recovery,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,293,299,,17,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701327&partnerID=40&md5=94043629d4e21e7462638cefb4f0b31a,"Siemens Corp Research, Inc, Princeton, United States","O'Donnell, Thomas, Siemens Corp Research, Inc, Princeton, United States; Boult, Terrance, Siemens Corp Research, Inc, Princeton, United States; Gupta, Alok, Siemens Corp Research, Inc, Princeton, United States",Conference Paper,Scopus,2-s2.0-0029701327
"Stewart A.James, Langer Michael S.",Towards accurate recovery of shape from shading under diffuse lighting,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,411,418,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029703648&partnerID=40&md5=d2ac69cbc65c45d48df7aab4aba65380,"Univ of Toronto, Toronto, Canada","Stewart, A.James, Univ of Toronto, Toronto, Canada; Langer, Michael S., Univ of Toronto, Toronto, Canada",Conference Paper,Scopus,2-s2.0-0029703648
"Santini Simone, Jain Ramesh",Similarity queries in image databases,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,646,651,,26,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029707455&partnerID=40&md5=a13cfa0cc61dcdadf873efbb1c64c834,"Univ of California, San Diego, La Jolla, United States","Santini, Simone, Univ of California, San Diego, La Jolla, United States; Jain, Ramesh, Univ of California, San Diego, La Jolla, United States",Conference Paper,Scopus,2-s2.0-0029707455
"Moghaddam Baback, Nastar Chahab, Pentland Alex",Bayesian face recognition using deformable intensity surfaces,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,638,645,,37,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029711431&partnerID=40&md5=6a0f3905188d27522188a5653a076ad1,"MIT Media Lab, Cambridge, United States","Moghaddam, Baback, MIT Media Lab, Cambridge, United States; Nastar, Chahab, MIT Media Lab, Cambridge, United States; Pentland, Alex, MIT Media Lab, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0029711431
"Ma W.Y., Manjunath B.S.",Texture features and learning similarity,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,425,430,,151,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701336&partnerID=40&md5=8d8d529117d62bb44bacab00afdf71f8,"Univ of California, Santa Barbara, United States","Ma, W.Y., Univ of California, Santa Barbara, United States; Manjunath, B.S., Univ of California, Santa Barbara, United States",Conference Paper,Scopus,2-s2.0-0029701336
"Weiss Yair, Adelson Edward H.",Unified mixture framework for motion segmentation: incorporating spatial coherence and estimating the number of models,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,321,326,,149,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029706940&partnerID=40&md5=38f2cd4fa76874c01ca79b96a7196b96,"MIT, Cambridge, United States","Weiss, Yair, MIT, Cambridge, United States; Adelson, Edward H., MIT, Cambridge, United States",Conference Paper,Scopus,2-s2.0-0029706940
"Donahue Mike, Geiger Davi, Hummel Robert, Liu Tyng-Luh",Sparse representations for image decomposition with occlusions,1996,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,,,,7,12,,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029701007&partnerID=40&md5=8208473f2b012792731fde344af46bfe,"Univ of Minnesota, Minneapolis, United States","Donahue, Mike, Univ of Minnesota, Minneapolis, United States; Geiger, Davi, Univ of Minnesota, Minneapolis, United States; Hummel, Robert, Univ of Minnesota, Minneapolis, United States; Liu, Tyng-Luh, Univ of Minnesota, Minneapolis, United States",Conference Paper,Scopus,2-s2.0-0029701007
